"street_block","street_use","neighbourhood","street_length"
"0 E 17TH AV","Residential","riley park",77.0012977886912
"3000 ALBERTA ST","Residential","mount pleasant",51.1713650884365
"200-300 W 17TH AV","Residential","riley park",202.951959942589
"2700 CARNARVON ST","Residential","kitsilano",50.271992938296
"2900 W 10TH AV","Secondary Arterial","kitsilano",38.3650349137848
"3100 W 15TH AV","Residential","kitsilano",140.882757813232
"4300 MAPLE CRESCENT","Residential","shaughnessy",156.384402126922
"2000 W 29TH AV","Residential","arbutus-ridge",151.260140505938
"5000 ARBUTUS ST","Arterial","arbutus-ridge",60.7461330261822
"400 RAYMUR AV","Residential","strathcona",51.488394988465
"1100 UNION ST","Residential","strathcona",151.747827779993
"800 VERNON DRIVE","Residential","strathcona",58.8354025451702
"4500 HIGHBURY ST","Residential","dunbar-southlands",52.7066748808005
"3200 W 29TH AV","Residential","dunbar-southlands",50.2736313504783
"3600-3700 W 37TH AV","Residential","dunbar-southlands",159.205899394754
"5300 COLLINGWOOD ST","Residential","dunbar-southlands",46.4941200579601
"5500 COLLINGWOOD ST","Residential","dunbar-southlands",82.1127624981702
"5700-5800 LARCH ST","Residential","arbutus-ridge",8.15731348220825
"5700-5800 LARCH ST","Residential","kerrisdale",44.5393894981061
"5300-5400 LARCH ST","Collector","arbutus-ridge",83.5776584977647
"2500-2600 W 36TH AV","Residential","arbutus-ridge",228.015074589233
"1000 SW MARINE DRIVE","Arterial","marpole",122.058117408603
"8900 MILTON ST","Residential","marpole",42.2780817904847
"1300 W 73RD AV","Residential","marpole",63.7627656985933
"8700 AISNE ST","Residential","marpole",113.592181353637
"2000 MAPLE ST","Residential","kitsilano",48.7325567672561
"4300 JERICHO CIRCLE","Residential","west point grey",125.915464661556
"1800 DISCOVERY ST","Residential","west point grey",64.3083549316977
"4300 NW MARINE DRIVE","Secondary Arterial","west point grey",139.497010842227
"1600 BLANCA ST","Residential","west point grey",105.985703304434
"1300-1400 ADANAC ST","Residential","grandview-woodland",172.012466772551
"800 MCLEAN DRIVE","Residential","grandview-woodland",49.5410165522647
"1700 FRANCES ST","Residential","grandview-woodland",155.090160314274
"3900 DUMFRIES ST","Residential","kensington-cedar cottage",49.8996039978071
"3600 FLEMING ST","Residential","kensington-cedar cottage",49.6393924732206
"6300 QUEBEC ST","Residential","sunset",100.467587059318
"200 E 45TH AV","Residential","sunset",46.6808998198945
"200 E 43RD AV","Residential","sunset",49.4818703162585
"100 E 48TH AV","Residential","sunset",64.4669692553246
"100 E 49TH AV","Secondary Arterial","sunset",62.1484558943646
"100 E 50TH AV","Residential","sunset",107.739030791111
"200 E 46TH AV","Residential","sunset",100.936979076595
"200 W 48TH AV","Residential","oakridge",160.573297732713
"1200 ARBUTUS ST","Residential","kitsilano",55.7543743647331
"1900 BURRARD ST","Arterial","kitsilano",48.3230702786437
"2000-2100 E 42ND AV","Residential","victoria-fraserview",204.23768933171
"2500-2600 E 42ND AV","Residential","victoria-fraserview",48.7541995423305
"5500 CLARENDON ST","Collector","renfrew-collingwood",55.7079323976999
"3000 BIRCH ST","Residential","fairview",51.1021545622132
"3800 WALLACE ST","Residential","dunbar-southlands",50.2600868297306
"4000 W KING EDWARD AV","Residential","dunbar-southlands",218.233102772839
"1100 E KING EDWARD AV","Arterial","kensington-cedar cottage",5.34891624514424
"2400 E 29TH AV","Collector","renfrew-collingwood",5.91216542435604
"2000-2100 E 41ST AV","Arterial","kensington-cedar cottage",50.4950830370413
"5800 VICTORIA DRIVE","Secondary Arterial","victoria-fraserview",81.8463665717488
"2900 E 22ND AV","Collector","renfrew-collingwood",189.087454478574
"2000 DISCOVERY ST","Residential","west point grey",12.6908604120334
"4300 LOCARNO CRESCENT","Residential","west point grey",173.153916164541
"3100 MACDONALD ST","Secondary Arterial","kitsilano",60.3465305698479
"3800 PUGET DRIVE","Residential","arbutus-ridge",64.6384070499752
"2800 W 18TH AV","Residential","arbutus-ridge",157.825121133138
"3500 W 21ST AV","Residential","dunbar-southlands",46.6011920979185
"4400 ASH ST","Residential","south cambie",48.6136097206049
"500 W KING EDWARD AV","Arterial","south cambie",51.0186817749432
"400 W KING EDWARD AV","Arterial","riley park",28.4435329218706
"500 RENFREW ST","Secondary Arterial","hastings-sunrise",65.3170122496282
"2800 E PENDER ST","Residential","hastings-sunrise",52.8801062421281
"800 WINDERMERE ST","Residential","hastings-sunrise",45.7890853574629
"3000 ADANAC ST","Residential","hastings-sunrise",46.5820908505043
"200 MAIN ST","Arterial","downtown",100.596534497166
"200 POWELL ST","Arterial","downtown",1.2329435241392
"200 POWELL ST","Arterial","strathcona",53.2147265083068
"6000 WALES ST","Residential","victoria-fraserview",50.8351414389623
"1300 BURRARD ST","Arterial","west end",54.9956527818522
"3000 WALL ST","Residential","hastings-sunrise",61.8318342364675
"6900 ARLINGTON ST","Residential","killarney",188.31216451512
"4900-5000 JAMES ST","Residential","riley park",160.839306173905
"500 W 59TH AV","Residential","marpole",99.2454517342361
"7300 PAULSON ST","Residential","marpole",136.782732903618
"7300 PAULSON ST","Residential","oakridge",4.80995709497057
"3800 ASH ST","Residential","south cambie",50.042796343882
"3700 ASH ST","Residential","south cambie",50.2742042109846
"3500 ASH ST","Residential","south cambie",50.2673504873356
"2900 ST. GEORGE ST","Residential","mount pleasant",118.307492647676
"2600 GUELPH ST","Residential","mount pleasant",50.169341206691
"2600 CAROLINA ST","Residential","mount pleasant",50.2724038218951
"2800 CAROLINA ST","Residential","mount pleasant",50.2791501631759
"2900 CAROLINA ST","Residential","mount pleasant",50.3127866444017
"3500 MATHESON CRESCENT","Residential","killarney",60.2453453746535
"6500-6700 BOUNDARY ROAD","Arterial","killarney",147.134836023328
"2400 W 8TH AV","Residential","kitsilano",172.479104154015
"6600 WALLACE ST","Residential","dunbar-southlands",54.8568870512524
"4000 HEATHER ST","Residential","south cambie",52.7540732285637
"2900 SPRUCE ST","Residential","fairview",51.1705482586424
"8300-8500 GRANVILLE ST","Arterial","marpole",210.039188239198
"1300 CARTIER PLACE","Residential","marpole",47.1830485184319
"5500-5600 WALLACE ST","Residential","dunbar-southlands",187.938669800269
"2900 W 16TH AV","Secondary Arterial","kitsilano",41.3510277756785
"5600 CAMOSUN ST","Collector","dunbar-southlands",4.16462256222596
"4100 SALISH DRIVE","Residential","dunbar-southlands",164.843990394632
"4200 BLENHEIM ST","Collector","dunbar-southlands",52.7370237037907
"3200 W 29TH AV","Residential","dunbar-southlands",161.162027716991
"2800 W 45TH AV","Residential","kerrisdale",50.4297015366408
"2900 W 45TH AV","Residential","kerrisdale",46.180395505796
"3000 CLARK DRIVE","Residential","mount pleasant",50.4904007193187
"3000 CLARK DRIVE","Residential","mount pleasant",76.4338864987598
"1400 E 17TH AV","Residential","kensington-cedar cottage",63.5599259953932
"3900-4000 SELKIRK ST","Residential","shaughnessy",74.0689150528515
"5300 CONNAUGHT DRIVE","Residential","shaughnessy",47.5714919466459
"1700 W 68TH AV","Residential","marpole",48.421973825149
"8300 EAST BOULEVARD","Residential","marpole",49.9529778203176
"8600-8700 BARNARD ST","Residential","marpole",99.1933976929955
"3600 E KENT AV NORTH","Residential","killarney",199.062831238314
"2200 E PENDER ST","Residential","grandview-woodland",38.5570233550724
"2000 FERNDALE ST","Residential","grandview-woodland",140.775970711944
"2200 FERNDALE ST","Residential","grandview-woodland",102.488174348484
"2200 FERNDALE ST","Residential","grandview-woodland",38.44270444299
"2300 FERNDALE ST","Residential","grandview-woodland",94.20073635703
"2000 VENABLES ST","Residential","grandview-woodland",28.3341004628541
"2100 TURNER ST","Residential","grandview-woodland",140.838432042684
"1400 LAMEY'S MILL ROAD","Residential","fairview",74.5976419527926
"1700 E 18TH AV","Residential","kensington-cedar cottage",49.9035745903663
"3500 PORTER ST","Residential","kensington-cedar cottage",90.7520887977274
"1000 LAKEWOOD DRIVE","Residential","grandview-woodland",50.3047736220797
"1600 LAKEWOOD DRIVE","Residential","grandview-woodland",50.2543341404981
"800-900 W 38TH AV","Residential","shaughnessy",2.6975885999436
"800-900 W 38TH AV","Residential","south cambie",49.1066498561291
"800-900 W 37TH AV","Residential","south cambie",51.8242094211727
"3100 YUKON ST","Residential","mount pleasant",51.4776619203669
"2600-2700 ASH ST","Residential","fairview",153.440470534046
"3300 TUPPER ST","Residential","south cambie",50.2634295071889
"3400 TUPPER ST","Residential","south cambie",51.2606559861372
"3400 TUPPER ST","Residential","south cambie",50.2677836093963
"3600 TUPPER ST","Residential","south cambie",100.006600442313
"8200-8300 MATHESON CRESCENT","Collector","killarney",21.2188726622267
"1100 LAMEY'S MILL ROAD","Residential","fairview",129.729707369462
"2300 SPRUCE ST","Residential","fairview",46.610552892859
"2400 ALDER ST","Residential","fairview",53.1431552130725
"1200 ISLAND PARK WALK","Residential","fairview",139.163809910724
"3400 YALE ST","Residential","hastings-sunrise",88.9562454246627
"1700 PINE ST","Residential","fairview",49.0245565011071
"1500 GARDEN DRIVE","Residential","grandview-woodland",40.2788514487487
"1400 TEMPLETON DRIVE","Residential","grandview-woodland",46.6195094337948
"1500 TEMPLETON DRIVE","Residential","grandview-woodland",41.8432312335616
"1800 TEMPLETON DRIVE","Residential","grandview-woodland",50.1800799229658
"1200 TEMPLETON DRIVE","Residential","grandview-woodland",50.33771558056
"1800 LARCH ST","Residential","kitsilano",49.0877958054984
"1800 LARCH ST","Residential","kitsilano",48.9931278640921
"2500 YORK AV","Residential","kitsilano",166.314111601093
"1500 E 49TH AV","Secondary Arterial","victoria-fraserview",100.727205107613
"1600 E 47TH AV","Residential","victoria-fraserview",50.4155073465021
"3900 TUPPER ST","Residential","south cambie",66.4134466276827
"2500 ST. GEORGE ST","Residential","mount pleasant",50.2651307081118
"300 E 12TH AV","Secondary Arterial","mount pleasant",48.432951189658
"3300 QUEBEC PLACE","Residential","riley park",119.343894160804
"400 E 13TH AV","Residential","mount pleasant",140.748730527495
"3400 POINT GREY ROAD","Secondary Arterial","kitsilano",146.725172223941
"1800 WATERLOO ST","Residential","kitsilano",49.5903161927066
"1500 LARCH ST","Residential","kitsilano",49.0181197523243
"2800 MACDONALD ST","Secondary Arterial","kitsilano",50.2375500587695
"2900 HIGHBURY ST","Residential","west point grey",50.2103945922132
"2800 HIGHBURY ST","Residential","west point grey",50.3803138140883
"2400 COLLINGWOOD ST","Residential","kitsilano",48.1150288798774
"6300-6400 LANARK ST","Residential","victoria-fraserview",47.1029161400569
"6300-6400 FLEMING ST","Residential","victoria-fraserview",48.6945118258429
"6200-6400 BRUCE ST","Residential","victoria-fraserview",49.7199796154024
"1300 E 51ST AV","Residential","sunset",50.3590092917794
"1500 E 51ST AV","Residential","victoria-fraserview",50.3023958568699
"1500 E 45TH AV","Residential","victoria-fraserview",50.2401331708683
"2900 W 45TH AV","Residential","kerrisdale",46.4604234251364
"2800 W 47TH AV","Residential","kerrisdale",47.889512380526
"6300-6400 MCCLEERY ST","Residential","kerrisdale",223.38821691478
"6500 MACDONALD ST","Collector","kerrisdale",19.159995455982
"3000-3100 W 57TH AV","Residential","kerrisdale",219.130219275445
"1500 W BROADWAY","Arterial","fairview",127.365195662256
"2200 PINE ST","Residential","fairview",93.242721673201
"3700 NOOTKA ST","Residential","renfrew-collingwood",51.5440489015694
"2400 COLLINGWOOD ST","Residential","kitsilano",48.3684672694967
"2400 DUNBAR ST","Residential","kitsilano",48.228040195356
"2100 HIGHBURY ST","Residential","west point grey",95.2822341109665
"3600 W 2ND AV","Residential","kitsilano",150.681669112222
"3600 W 2ND AV","Residential","west point grey",2.30014510134916
"3600 W 3RD AV","Residential","kitsilano",112.462647686822
"3600 W 3RD AV","Residential","kitsilano",37.9265794491633
"3600 W 3RD AV","Residential","west point grey",2.32147059176445
"6300 HUDSON ST","Residential","oakridge",50.510759815358
"1200 W 45TH AV","Residential","oakridge",54.2404735688682
"300 W 46TH AV","Residential","oakridge",58.1381092400214
"6500-6600 CARNARVON ST","Residential","kerrisdale",221.787596557309
"2800-2900 W 53RD AV","Residential","kerrisdale",337.141246180598
"3300-3400 W 53RD AV","Residential","dunbar-southlands",223.403800676071
"3300-3400 W 53RD AV","Residential","kerrisdale",1.39073163037244
"6100-6200 BALACLAVA ST","Residential","kerrisdale",73.0206606455359
"6900-7000 BALACLAVA ST","Residential","kerrisdale",221.34748224868
"2500 BIRCH ST","Residential","fairview",56.1708983901279
"1700-1800 E 13TH AV","Residential","kensington-cedar cottage",47.2441740756102
"1700 E 16TH AV","Residential","kensington-cedar cottage",52.7427082063661
"1800 E 16TH AV","Residential","kensington-cedar cottage",48.0036627142032
"3200 KNIGHT ST","Arterial","kensington-cedar cottage",20.5974143271015
"3300 THE CRESCENT","Residential","shaughnessy",71.5311994735723
"3400 NOOTKA ST","Residential","renfrew-collingwood",46.600057177704
"2500-2700 LILLOOET ST","Residential","hastings-sunrise",6.14310371256441
"2500-2700 LILLOOET ST","Residential","renfrew-collingwood",212.649316871788
"3400 WORTHINGTON DRIVE","Residential","renfrew-collingwood",126.407572024106
"3500 FALAISE AV","Residential","renfrew-collingwood",60.3050507507715
"6200 ALBERTA ST","Residential","oakridge",50.4746469612557
"6100 TISDALL ST","Residential","oakridge",102.871017666682
"6400 TISDALL ST","Residential","oakridge",105.803685347936
"2900-3000 SE MARINE DRIVE","Arterial","killarney",399.351900961572
"1200 RENFREW ST","Secondary Arterial","hastings-sunrise",53.8749454285406
"1000-1100 RENFREW ST","Secondary Arterial","hastings-sunrise",129.849698845427
"2800 WOODLAND DRIVE","Residential","kensington-cedar cottage",50.2549452771659
"2700 WOODLAND DRIVE","Residential","kensington-cedar cottage",13.214874196013
"1700 SEMLIN DRIVE","Residential","grandview-woodland",50.2991356793165
"4900-5000 HEATHER ST","Residential","south cambie",148.596647336369
"1500 W 33RD AV","Collector","shaughnessy",150.628386584502
"1600 W 33RD AV","Collector","shaughnessy",68.689061435055
"1500 W 32ND AV","Residential","shaughnessy",85.8057075603156
"4900 HUDSON ST","Residential","shaughnessy",53.4124929662134
"4700-4800 MARGUERITE ST","Residential","shaughnessy",171.306846269642
"500 E 12TH AV","Secondary Arterial","mount pleasant",140.794064808481
"300 E 13TH AV","Residential","mount pleasant",41.463838618552
"1000-1100 W 55TH AV","Residential","oakridge",243.227548869749
"300 W 15TH AV","Residential","mount pleasant",141.949759748372
"900 NOOTKA ST","Residential","hastings-sunrise",57.6731300785244
"1500 NOOTKA ST","Residential","hastings-sunrise",51.9964816116806
"1000-1200 LILLOOET ST","Residential","hastings-sunrise",6.00134126784188
"1200 WINDERMERE ST","Residential","hastings-sunrise",51.8568850292115
"2900 STEPHENS ST","Residential","kitsilano",50.2686833845835
"4800 TRAFALGAR ST","Residential","arbutus-ridge",52.7771235504045
"2700 W 14TH AV","Residential","kitsilano",140.75869570714
"2600 TRAFALGAR ST","Residential","kitsilano",50.2624542939727
"3000 RENFREW ST","Secondary Arterial","renfrew-collingwood",100.455114281407
"3300 RENFREW ST","Secondary Arterial","renfrew-collingwood",40.9850000116035
"2900 E 14TH AV","Residential","renfrew-collingwood",55.1802754083417
"2800 E 16TH AV","Residential","renfrew-collingwood",55.2694462505844
"6800 MCKINNON ST","Residential","killarney",36.0623761433584
"8000 ASH ST","Residential","marpole",50.3384397954313
"500-600 E 61ST AV","Residential","sunset",50.1375950760014
"500-600 E 59TH AV","Residential","sunset",168.887861094951
"7700 GRANVILLE ST","Arterial","marpole",94.0244542281738
"3400 FRASER ST","Secondary Arterial","riley park",100.680843386626
"2700 DUNBAR ST","Residential","kitsilano",50.3120315252719
"2100 COLLINGWOOD ST","Residential","kitsilano",45.1022560183278
"3700 W 8TH AV","Residential","west point grey",140.278548302933
"3600 W 8TH AV","Residential","kitsilano",110.722419476549
"3600 W 8TH AV","Residential","west point grey",2.19801430178455
"2400 ALMA ST","Arterial","west point grey",48.1509176338263
